timestamp,gpu_util_percent,memory_used_MB
1745896820,35,1285
1745896821,34,1285
1745896822,34,1285
1745896823,32,1285
1745896824,32,1285
1745896825,34,1285
1745896826,35,1285
1745896827,34,1285
1745896828,34,1285
1745896829,34,1285
1745896830,34,1285
1745896831,35,1285
1745896832,35,1285
1745896833,36,1285
1745896834,34,1285
1745896835,31,1285
1745896836,10,1103
1745896837,32,1499
1745896838,32,1499
1745896839,33,1499
1745896840,32,1499
1745896841,32,1499
1745896842,32,1499
1745896843,32,1499
1745896844,32,1499
1745896845,32,1499
1745896846,32,1499
1745896847,32,1499
1745896848,32,1499
1745896850,32,1499
1745896851,32,1499
1745896852,1,1499
1745896853,35,1241
1745896854,34,1241
1745896855,34,1241
1745896856,34,1241
1745896857,33,1241
1745896858,35,1241
1745896859,31,1241
1745896860,35,1241
1745896861,34,1241
1745896862,35,1241
1745896863,34,1241
1745896864,34,1241
1745896865,34,1241
1745896866,34,1241
1745896867,35,1241
1745896868,34,1241
1745896869,34,1241
1745896870,34,1241
1745896871,35,1241
1745896872,34,1241
1745896873,33,1241
1745896874,35,1241
1745896875,34,1241
1745896876,35,1241
1745896877,34,1241
1745896878,34,1241
1745896879,34,1241
1745896880,34,1241
1745896881,34,1241
1745896882,35,1241
1745896883,33,1241
1745896884,34,1241
1745896885,34,1241
1745896886,34,1241
1745896887,35,1241
1745896888,35,1241
1745896889,34,1241
1745896890,34,1241
1745896891,33,1241
1745896892,34,1241
1745896893,31,1241
1745896894,34,1241
1745896895,35,1241
1745896896,35,1241
1745896897,35,1241
1745896898,34,1241
1745896899,33,1241
1745896900,35,1241
1745896901,35,1241
1745896903,34,1241
1745896904,33,1241
1745896905,32,1241
1745896906,35,1241
1745896907,33,1241
1745896908,34,1241
1745896909,34,1241
1745896910,34,1241
1745896911,33,1241
1745896912,34,1241
1745896913,35,1241
1745896914,33,1241
1745896915,33,1241
1745896916,34,1241
1745896917,33,1241
1745896918,33,1241
1745896919,33,1241
1745896920,33,1241
1745896921,33,1241
1745896922,33,1241
1745896923,33,1241
1745896924,33,1241
1745896925,33,1241
1745896926,33,1241
1745896927,34,1241
1745896928,32,1241
1745896929,33,1241
1745896930,34,1241
1745896931,33,1241
1745896932,33,1241
1745896933,33,1241
1745896934,34,1241
1745896935,33,1241
1745896936,33,1241
1745896937,34,1241
1745896938,33,1241
1745896939,33,1241
1745896940,34,1241
1745896941,34,1241
1745896942,34,1241
1745896943,35,1241
1745896944,34,1241
1745896945,34,1241
1745896946,34,1241
1745896947,34,1241
1745896948,34,1241
1745896949,35,1241
1745896950,33,1241
1745896951,35,1241
1745896952,35,1241
1745896953,35,1241
1745896954,34,1241
1745896956,33,1241
1745896957,34,1241
1745896958,35,1241
1745896959,35,1241
1745896960,35,1241
1745896961,34,1241
1745896962,34,1241
1745896963,34,1241
1745896964,35,1241
1745896965,35,1241
1745896966,31,1285
1745896967,33,1285
1745896968,35,1285
1745896969,33,1285
1745896970,34,1285
1745896971,34,1285
1745896972,34,1285
1745896973,33,1285
1745896974,31,1285
1745896975,34,1285
1745896976,34,1285
1745896977,35,1285
1745896978,34,1285
1745896979,33,1285
1745896980,34,1285
1745896981,35,1285
1745896982,34,1285
1745896983,33,1285
1745896984,34,1285
1745896985,33,1285
1745896986,34,1285
1745896987,34,1285
1745896988,33,1285
1745896989,34,1285
1745896990,34,1285
1745896991,34,1285
1745896992,34,1285
1745896993,34,1285
1745896994,33,1285
1745896995,35,1285
1745896996,34,1285
1745896997,34,1285
1745896998,35,1285
1745896999,34,1285
1745897000,34,1285
1745897001,34,1285
1745897002,33,1285
1745897003,35,1285
1745897004,35,1285
1745897005,34,1285
1745897006,35,1285
1745897007,34,1285
1745897009,32,1285
1745897010,35,1285
1745897011,34,1285
1745897012,34,1285
1745897013,34,1285
1745897014,35,1285
1745897015,33,1285
1745897016,35,1285
1745897017,34,1285
1745897018,34,1285
1745897019,33,1285
1745897020,34,1285
1745897021,34,1285
1745897022,34,1285
1745897023,35,1285
1745897024,33,1285
1745897025,34,1285
1745897026,34,1285
1745897027,34,1285
1745897028,34,1285
1745897029,34,1285
1745897030,33,1285
1745897031,33,1285
1745897032,35,1285
1745897033,32,1285
1745897034,33,1285
1745897035,33,1285
1745897036,33,1285
1745897037,33,1285
1745897038,33,1285
1745897039,34,1285
1745897040,34,1285
1745897041,34,1285
1745897042,33,1285
1745897043,33,1285
1745897044,33,1285
1745897045,33,1285
1745897046,33,1285
1745897047,34,1285
1745897048,33,1285
1745897049,33,1285
1745897050,32,1285
1745897051,33,1285
1745897052,34,1285
1745897053,33,1285
1745897054,31,1285
1745897055,34,1285
1745897056,34,1285
1745897057,35,1285
1745897058,34,1285
1745897059,33,1285
1745897060,34,1285
1745897062,34,1285
1745897063,34,1285
1745897064,34,1285
1745897065,34,1285
1745897066,33,1285
1745897067,33,1285
1745897068,35,1285
1745897069,33,1285
1745897070,34,1285
1745897071,34,1285
1745897072,34,1285
1745897073,35,1285
1745897074,34,1285
1745897075,34,1285
1745897076,34,1285
1745897077,33,1285
1745897078,35,1285
1745897079,31,1285
1745897080,34,1285
1745897081,34,1285
1745897082,34,1285
1745897083,34,1285
1745897084,34,1285
1745897085,35,1285
1745897086,35,1285
1745897087,34,1285
1745897088,32,1285
1745897089,33,1285
1745897090,34,1285
1745897091,34,1285
1745897092,34,1285
1745897093,34,1285
1745897094,34,1285
1745897095,34,1285
1745897096,35,1285
1745897097,35,1285
1745897098,35,1285
1745897099,32,1285
1745897100,32,1285
1745897101,34,1285
1745897102,33,1285
1745897103,34,1285
1745897104,33,1285
1745897105,34,1285
1745897106,34,1285
1745897107,34,1285
1745897108,34,1285
1745897109,35,1285
1745897110,34,1285
1745897111,34,1285
1745897112,34,1285
1745897113,34,1285
1745897115,34,1285
1745897116,34,1285
1745897117,33,1285
1745897118,35,1285
1745897119,34,1285
1745897120,34,1285
1745897121,34,1285
1745897122,34,1285
1745897123,35,1285
1745897124,32,1285
1745897125,34,1285
1745897126,34,1285
1745897127,34,1285
1745897128,35,1285
1745897129,34,1285
1745897130,34,1285
1745897131,34,1285
1745897132,34,1285
1745897133,34,1285
1745897134,34,1285
1745897135,33,1285
1745897136,33,1285
1745897137,34,1285
1745897138,34,1285
1745897139,34,1285
1745897140,34,1285
1745897141,34,1285
1745897142,33,1285
1745897143,34,1285
1745897144,34,1285
1745897145,34,1285
1745897146,34,1285
1745897147,35,1285
1745897148,34,1285
1745897149,35,1285
1745897150,34,1285
1745897151,34,1285
1745897152,35,1285
1745897153,35,1285
1745897154,34,1285
1745897155,34,1285
1745897156,34,1285
1745897157,33,1285
1745897158,35,1285
1745897159,35,1285
1745897160,34,1285
1745897161,33,1285
1745897162,34,1285
1745897163,34,1285
1745897164,33,1285
1745897165,34,1285
1745897166,34,1285
1745897168,34,1285
1745897169,33,1285
1745897170,31,1285
1745897171,35,1285
1745897172,33,1285
1745897173,35,1285
1745897174,34,1285
1745897175,33,1285
1745897176,34,1285
1745897177,33,1285
1745897178,34,1285
1745897179,35,1285
1745897180,34,1285
1745897181,34,1285
1745897182,34,1285
1745897183,34,1285
1745897184,34,1285
1745897185,35,1285
1745897186,34,1285
1745897187,34,1285
1745897188,34,1285
1745897189,34,1285
1745897190,34,1285
1745897191,35,1285
1745897192,30,1285
1745897193,35,1285
1745897194,0,1103
1745897195,31,1499
1745897196,32,1499
1745897197,32,1499
1745897198,31,1499
1745897199,31,1499
1745897200,31,1499
1745897201,32,1499
1745897202,31,1499
1745897203,31,1499
1745897204,29,1499
1745897205,32,1499
1745897206,32,1499
1745897207,32,1499
1745897208,31,1499
1745897209,1,1499
1745897210,34,1241
1745897211,34,1241
1745897212,35,1241
1745897213,34,1241
1745897214,32,1241
1745897215,32,1241
1745897216,34,1241
1745897217,32,1241
1745897218,34,1241
1745897219,33,1241
1745897221,33,1241
1745897222,35,1241
1745897223,33,1241
1745897224,33,1241
1745897225,35,1241
1745897226,33,1241
1745897227,34,1241
1745897228,33,1241
1745897229,34,1241
1745897230,34,1241
1745897231,34,1241
1745897232,33,1241
1745897233,33,1241
1745897234,34,1241
1745897235,34,1241
1745897236,33,1241
1745897237,34,1241
1745897238,34,1241
1745897239,33,1241
1745897240,34,1241
1745897241,35,1241
1745897242,34,1241
1745897243,34,1241
1745897244,35,1241
1745897245,35,1241
1745897246,34,1241
1745897247,35,1241
1745897248,34,1241
1745897249,33,1241
1745897250,33,1241
1745897251,34,1241
1745897252,34,1241
1745897253,33,1241
1745897254,35,1241
1745897255,34,1241
1745897256,33,1241
1745897257,34,1241
1745897258,34,1241
1745897259,33,1241
1745897260,34,1241
1745897261,34,1241
1745897262,33,1241
1745897263,34,1241
1745897264,34,1241
1745897265,34,1241
1745897266,34,1241
1745897267,34,1241
1745897268,34,1241
1745897269,34,1241
1745897270,34,1241
1745897271,33,1241
1745897272,32,1241
1745897273,33,1241
1745897275,32,1241
1745897276,33,1241
1745897277,33,1241
1745897278,33,1241
1745897279,34,1241
1745897280,34,1241
1745897281,34,1241
1745897282,34,1241
1745897283,34,1241
1745897284,32,1241
1745897285,32,1241
1745897286,34,1241
1745897287,33,1241
1745897288,34,1241
1745897289,33,1241
1745897290,33,1241
1745897291,33,1241
1745897292,32,1241
1745897293,32,1241
1745897294,32,1241
1745897295,32,1241
1745897296,32,1241
1745897297,32,1241
1745897298,33,1241
1745897299,34,1241
1745897300,32,1241
1745897301,33,1241
1745897302,33,1241
1745897303,34,1241
1745897304,33,1241
1745897305,33,1241
1745897306,33,1241
1745897307,32,1241
1745897308,33,1241
1745897309,34,1241
1745897310,34,1241
1745897311,33,1241
1745897312,33,1241
1745897313,33,1241
1745897314,34,1241
1745897315,33,1241
1745897316,33,1241
1745897317,33,1241
1745897318,33,1241
1745897319,33,1241
1745897320,32,1241
1745897321,33,1241
1745897322,33,1241
1745897323,33,1241
1745897324,33,1285
1745897325,32,1285
1745897326,34,1285
1745897328,34,1285
1745897329,33,1285
1745897330,32,1285
1745897331,32,1285
1745897332,34,1285
1745897333,34,1285
1745897334,34,1285
1745897335,33,1285
1745897336,33,1285
1745897337,34,1285
1745897338,34,1285
1745897339,34,1285
1745897340,34,1285
1745897341,35,1285
1745897342,34,1285
1745897343,34,1285
1745897344,34,1285
1745897345,34,1285
1745897346,33,1285
1745897347,34,1285
1745897348,33,1285
1745897349,34,1285
1745897350,34,1285
1745897351,34,1285
1745897352,34,1285
1745897353,33,1285
1745897354,31,1285
1745897355,33,1285
1745897356,33,1285
1745897357,33,1285
1745897358,32,1285
1745897359,33,1285
1745897360,33,1285
1745897361,34,1285
1745897362,34,1285
1745897363,34,1285
1745897364,33,1285
1745897365,31,1285
1745897366,33,1285
1745897367,34,1285
1745897368,34,1285
1745897369,34,1285
1745897370,34,1285
1745897371,34,1285
1745897372,33,1285
1745897373,34,1285
1745897374,34,1285
1745897375,33,1285
1745897376,32,1285
1745897377,33,1285
1745897378,33,1285
1745897379,33,1285
1745897381,33,1285
1745897382,34,1285
1745897383,34,1285
1745897384,34,1285
1745897385,34,1285
1745897386,34,1285
1745897387,33,1285
1745897388,34,1285
1745897389,33,1285
1745897390,34,1285
1745897391,33,1285
1745897392,33,1285
1745897393,34,1285
1745897394,33,1285
1745897395,35,1285
1745897396,34,1285
1745897397,33,1285
1745897398,34,1285
1745897399,33,1285
1745897400,32,1285
1745897401,33,1285
1745897402,34,1285
1745897403,32,1285
1745897404,32,1285
1745897405,33,1285
1745897406,35,1285
1745897407,34,1285
1745897408,34,1285
1745897409,34,1285
1745897410,32,1285
1745897411,33,1285
1745897412,34,1285
1745897413,33,1285
1745897414,34,1285
1745897415,34,1285
1745897416,34,1285
1745897417,34,1285
1745897418,34,1285
1745897419,34,1285
1745897420,34,1285
1745897421,34,1285
1745897422,33,1285
1745897423,34,1285
1745897424,34,1285
1745897425,33,1285
1745897426,34,1285
1745897427,34,1285
1745897428,35,1285
1745897429,34,1285
1745897430,34,1285
1745897431,34,1285
1745897432,34,1285
1745897433,34,1285
1745897435,33,1285
1745897436,35,1285
1745897437,35,1285
1745897438,35,1285
1745897439,34,1285
1745897440,34,1285
1745897441,34,1285
1745897442,34,1285
1745897443,35,1285
1745897444,35,1285
1745897445,34,1285
1745897446,32,1285
1745897447,33,1285
1745897448,33,1285
1745897449,34,1285
1745897450,34,1285
1745897451,34,1285
1745897452,34,1285
1745897453,34,1285
1745897454,33,1285
1745897455,34,1285
1745897456,34,1285
1745897457,34,1285
1745897458,33,1285
1745897459,34,1285
1745897460,33,1285
1745897461,34,1285
1745897462,34,1285
1745897463,34,1285
1745897464,35,1285
1745897465,34,1285
1745897466,34,1285
1745897467,34,1285
1745897468,34,1285
1745897469,33,1285
1745897470,35,1285
1745897471,35,1285
1745897472,34,1285
1745897473,34,1285
1745897474,34,1285
1745897475,34,1285
1745897476,34,1285
1745897477,35,1285
1745897478,32,1285
1745897479,35,1285
1745897480,32,1285
1745897481,34,1285
1745897482,35,1285
1745897483,35,1285
1745897484,34,1285
1745897485,34,1285
1745897486,34,1285
1745897488,35,1285
1745897489,35,1285
1745897490,34,1285
1745897491,34,1285
1745897492,33,1285
1745897493,34,1285
1745897494,34,1285
1745897495,34,1285
1745897496,35,1285
1745897497,33,1285
1745897498,35,1285
1745897499,35,1285
1745897500,34,1285
1745897501,34,1285
1745897502,34,1285
1745897503,34,1285
1745897504,34,1285
1745897505,34,1285
1745897506,34,1285
1745897507,34,1285
1745897508,33,1285
1745897509,34,1285
1745897510,34,1285
1745897511,34,1285
1745897512,34,1285
1745897513,34,1285
1745897514,34,1285
1745897515,33,1285
1745897516,34,1285
1745897517,34,1285
1745897518,35,1285
1745897519,35,1285
1745897520,34,1285
1745897521,35,1285
1745897522,34,1285
1745897523,34,1285
1745897524,34,1285
1745897525,33,1285
1745897526,32,1285
1745897527,34,1285
1745897528,34,1285
1745897529,34,1285
1745897530,34,1285
1745897531,34,1285
1745897532,34,1285
1745897533,34,1285
1745897534,35,1285
1745897535,34,1285
1745897536,34,1285
1745897537,34,1285
1745897538,33,1285
1745897539,34,1285
1745897540,35,1285
1745897542,34,1285
1745897543,33,1285
1745897544,34,1285
1745897545,34,1285
1745897546,34,1285
1745897547,35,1285
1745897548,35,1285
1745897549,34,1285
1745897550,33,1285
1745897551,33,1285
1745897552,34,1285
1745897553,34,1285
1745897554,11,1103
1745897555,32,1499
1745897556,32,1499
1745897557,32,1499
1745897558,32,1499
1745897559,32,1499
1745897560,32,1499
1745897561,31,1499
1745897562,31,1499
1745897563,31,1499
1745897564,32,1499
1745897565,32,1499
1745897566,30,1499
1745897567,31,1499
1745897568,31,1499
1745897569,1,1499
1745897570,33,1229
1745897571,34,1229
1745897572,33,1229
1745897573,33,1229
1745897574,34,1229
1745897575,35,1229
1745897576,34,1229
1745897577,33,1229
1745897578,34,1229
1745897579,34,1229
1745897580,34,1229
1745897581,34,1229
1745897582,34,1229
1745897583,34,1229
1745897584,32,1241
1745897585,34,1241
1745897586,34,1241
1745897587,34,1241
1745897588,34,1241
1745897589,34,1241
1745897590,34,1241
1745897591,34,1241
1745897592,34,1241
1745897593,34,1241
1745897594,32,1241
1745897596,32,1241
1745897597,33,1241
1745897598,34,1241
1745897599,34,1241
1745897600,34,1241
1745897601,34,1241
1745897602,34,1241
1745897603,34,1241
1745897604,34,1241
1745897605,34,1241
1745897606,34,1241
1745897607,34,1241
1745897608,34,1241
1745897609,34,1241
1745897610,34,1241
1745897611,34,1241
1745897612,33,1241
1745897613,34,1241
1745897614,34,1241
1745897615,34,1241
1745897616,35,1241
1745897617,34,1241
1745897618,34,1241
1745897619,33,1241
1745897620,33,1241
1745897621,34,1241
1745897622,34,1241
1745897623,33,1241
1745897624,34,1241
1745897625,34,1241
1745897626,34,1241
1745897627,35,1241
1745897628,33,1241
1745897629,32,1241
1745897630,32,1241
1745897631,34,1241
1745897632,34,1241
1745897633,34,1241
1745897634,33,1241
1745897635,35,1241
1745897636,34,1241
1745897637,34,1241
1745897638,35,1241
1745897639,34,1241
1745897640,33,1241
1745897641,33,1241
1745897642,33,1241
1745897643,34,1241
1745897644,34,1241
1745897645,34,1241
1745897646,35,1241
1745897647,36,1241
1745897648,35,1241
1745897650,35,1241
1745897651,33,1241
1745897652,35,1241
1745897653,34,1241
1745897654,34,1241
1745897655,35,1241
1745897656,34,1241
1745897657,33,1241
1745897658,34,1241
1745897659,33,1241
1745897660,34,1241
1745897661,35,1241
1745897662,34,1241
1745897663,33,1241
1745897664,32,1241
1745897665,33,1241
1745897666,34,1241
1745897667,34,1241
1745897668,33,1241
1745897669,34,1241
1745897670,34,1241
1745897671,34,1241
1745897672,34,1241
1745897673,33,1241
1745897674,34,1241
1745897675,32,1241
1745897676,33,1241
1745897677,34,1241
1745897678,34,1241
1745897679,34,1241
1745897680,34,1241
1745897681,32,1241
1745897682,34,1241
1745897683,31,1285
1745897684,34,1285
1745897685,34,1285
1745897686,34,1285
1745897687,34,1285
1745897688,34,1285
1745897689,34,1285
1745897690,35,1285
1745897691,33,1285
1745897692,33,1285
1745897693,33,1285
1745897694,33,1285
1745897695,34,1285
1745897696,34,1285
1745897697,34,1285
1745897698,34,1285
1745897699,34,1285
1745897700,33,1285
1745897701,33,1285
1745897702,32,1285
1745897704,32,1285
1745897705,33,1285
1745897706,34,1285
1745897707,34,1285
1745897708,32,1285
1745897709,34,1285
1745897710,33,1285
1745897711,32,1285
1745897712,34,1285
1745897713,34,1285
1745897714,33,1285
1745897715,34,1285
1745897716,34,1285
1745897717,33,1285
1745897718,34,1285
1745897719,35,1285
1745897720,34,1285
1745897721,34,1285
1745897722,34,1285
1745897723,33,1285
1745897724,34,1285
1745897725,35,1285
1745897726,34,1285
1745897727,34,1285
1745897728,34,1285
1745897729,34,1285
1745897730,35,1285
1745897731,34,1285
1745897732,34,1285
1745897733,33,1285
1745897734,34,1285
1745897735,35,1285
1745897736,34,1285
1745897737,35,1285
1745897738,35,1285
1745897739,34,1285
1745897740,34,1285
1745897741,35,1285
1745897742,34,1285
1745897743,35,1285
1745897744,34,1285
1745897745,31,1285
1745897746,34,1285
1745897747,34,1285
1745897748,35,1285
1745897749,35,1285
1745897750,35,1285
1745897751,34,1285
1745897752,34,1285
1745897753,35,1285
1745897754,33,1285
1745897755,32,1285
1745897757,32,1285
1745897758,35,1285
1745897759,33,1285
1745897760,33,1285
1745897761,35,1285
1745897762,34,1285
1745897763,34,1285
1745897764,35,1285
1745897765,34,1285
1745897766,34,1285
1745897767,34,1285
1745897768,33,1285
1745897769,35,1285
1745897770,33,1285
1745897771,34,1285
1745897772,33,1285
1745897773,34,1285
1745897774,34,1285
1745897775,34,1285
1745897776,34,1285
1745897777,34,1285
1745897778,34,1285
1745897779,33,1285
1745897780,31,1285
1745897781,33,1285
1745897782,32,1285
1745897783,33,1285
1745897784,33,1285
1745897785,33,1285
1745897786,33,1285
1745897787,33,1285
1745897788,33,1285
1745897789,33,1285
1745897790,30,1285
1745897791,32,1285
1745897792,33,1285
1745897793,34,1285
1745897794,33,1285
1745897795,33,1285
1745897796,33,1285
1745897797,29,1285
1745897798,33,1285
1745897799,33,1285
1745897800,34,1285
1745897801,34,1285
1745897802,33,1285
1745897803,34,1285
1745897804,35,1285
1745897805,34,1285
1745897806,35,1285
1745897807,34,1285
1745897808,34,1285
1745897809,35,1285
1745897811,34,1285
1745897812,34,1285
1745897813,34,1285
1745897814,34,1285
1745897815,34,1285
1745897816,34,1285
1745897817,34,1285
1745897818,34,1285
1745897819,34,1285
1745897820,33,1285
1745897821,34,1285
1745897822,34,1285
1745897823,34,1285
1745897824,34,1285
1745897825,33,1285
1745897826,32,1285
1745897827,34,1285
1745897828,34,1285
1745897829,34,1285
1745897830,34,1285
1745897831,34,1285
1745897832,34,1285
1745897833,33,1285
1745897834,34,1285
1745897835,34,1285
1745897836,35,1285
1745897837,33,1285
1745897838,33,1285
1745897839,34,1285
1745897840,34,1285
1745897841,34,1285
1745897842,33,1285
1745897843,35,1285
1745897844,33,1285
1745897845,34,1285
1745897846,35,1285
1745897847,35,1285
1745897848,34,1285
1745897849,34,1285
1745897850,34,1285
1745897851,34,1285
1745897852,34,1285
1745897853,35,1285
1745897854,34,1285
1745897855,34,1285
1745897856,35,1285
1745897857,33,1285
1745897858,35,1285
1745897859,34,1285
1745897860,31,1285
1745897861,35,1285
1745897862,33,1285
1745897863,34,1285
1745897865,33,1285
1745897866,35,1285
1745897867,35,1285
1745897868,34,1285
1745897869,34,1285
1745897870,34,1285
1745897871,32,1285
1745897872,33,1285
1745897873,35,1285
1745897874,34,1285
1745897875,34,1285
1745897876,35,1285
1745897877,33,1285
1745897878,34,1285
1745897879,34,1285
1745897880,34,1285
1745897881,34,1285
1745897882,34,1285
1745897883,33,1285
1745897884,34,1285
1745897885,33,1285
1745897886,35,1285
1745897887,35,1285
1745897888,33,1285
1745897889,34,1285
1745897890,34,1285
1745897891,34,1285
1745897892,34,1285
1745897893,33,1285
1745897894,34,1285
1745897895,32,1285
1745897896,34,1285
1745897897,33,1285
1745897898,34,1285
